DID;DID_SIZE;Read;Write;Variable
80BB;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_105_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_80BB_Vxx_cell_v_105_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox6_A/DataServices_Vxx_cell_v_105_out'}]
80BC;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_106_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_80BC_Vxx_cell_v_106_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox6_A/DataServices_Vxx_cell_v_106_out'}]
80BD;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_107_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_80BD_Vxx_cell_v_107_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox6_A/DataServices_Vxx_cell_v_107_out'}]
80BE;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_108_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_80BE_Vxx_cell_v_108_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox6_A/DataServices_Vxx_cell_v_108_out'}]
80BF;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_109_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_80BF_Vxx_cell_v_109_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox6_A/DataServices_Vxx_cell_v_109_out'}]
80C1;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_110_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_80C1_Vxx_cell_v_110_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox7_A/DataServices_Vxx_cell_v_110_out'}]
80C2;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_111_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_80C2_Vxx_cell_v_111_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox7_A/DataServices_Vxx_cell_v_111_out'}]
80C3;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_112_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_80C3_Vxx_cell_v_112_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox7_A/DataServices_Vxx_cell_v_112_out'}]
80C4;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_113_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_80C4_Vxx_cell_v_113_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox7_A/DataServices_Vxx_cell_v_113_out'}]
80C5;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_114_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_80C5_Vxx_cell_v_114_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox7_A/DataServices_Vxx_cell_v_114_out'}]
80C6;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_115_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_80C6_Vxx_cell_v_115_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox7_A/DataServices_Vxx_cell_v_115_out'}]
80C7;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_116_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_80C7_Vxx_cell_v_116_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox7_A/DataServices_Vxx_cell_v_116_out'}]
80C8;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_117_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_80C8_Vxx_cell_v_117_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox7_A/DataServices_Vxx_cell_v_117_out'}]
80C9;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_118_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_80C9_Vxx_cell_v_118_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox7_A/DataServices_Vxx_cell_v_118_out'}]
80CA;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_119_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_80CA_Vxx_cell_v_119_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox7_A/DataServices_Vxx_cell_v_119_out'}]
80CB;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_120_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_80CB_Vxx_cell_v_120_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox7_A/DataServices_Vxx_cell_v_120_out'}]
80CC;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_121_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_80CC_Vxx_cell_v_121_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox7_A/DataServices_Vxx_cell_v_121_out'}]
80CD;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_122_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_80CD_Vxx_cell_v_122_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox7_A/DataServices_Vxx_cell_v_122_out'}]
80CE;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_123_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_80CE_Vxx_cell_v_123_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox7_A/DataServices_Vxx_cell_v_123_out'}]
80CF;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_124_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_80CF_Vxx_cell_v_124_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox7_A/DataServices_Vxx_cell_v_124_out'}]
80D0;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_125_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_80D0_Vxx_cell_v_125_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox7_A/DataServices_Vxx_cell_v_125_out'}]
80D1;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_126_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_80D1_Vxx_cell_v_126_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox7_A/DataServices_Vxx_cell_v_126_out'}]
80D2;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_127_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_80D2_Vxx_cell_v_127_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox7_A/DataServices_Vxx_cell_v_127_out'}]
80D3;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_128_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_80D3_Vxx_cell_v_128_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox7_A/DataServices_Vxx_cell_v_128_out'}]
80D4;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_129_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_80D4_Vxx_cell_v_129_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox7_A/DataServices_Vxx_cell_v_129_out'}]
80D5;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_130_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_80D5_Vxx_cell_v_130_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox7_A/DataServices_Vxx_cell_v_130_out'}]
80D6;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_131_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_80D6_Vxx_cell_v_131_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox7_A/DataServices_Vxx_cell_v_131_out'}]
80D7;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_132_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_80D7_Vxx_cell_v_132_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox7_A/DataServices_Vxx_cell_v_132_out'}]
80D8;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_133_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_80D8_Vxx_cell_v_133_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox7_A/DataServices_Vxx_cell_v_133_out'}]
80D9;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_134_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_80D9_Vxx_cell_v_134_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox7_A/DataServices_Vxx_cell_v_134_out'}]
80DA;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_135_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_80DA_Vxx_cell_v_135_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox7_A/DataServices_Vxx_cell_v_135_out'}]
80DB;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_136_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_80DB_Vxx_cell_v_136_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox7_A/DataServices_Vxx_cell_v_136_out'}]
80DC;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_137_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_80DC_Vxx_cell_v_137_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox7_A/DataServices_Vxx_cell_v_137_out'}]
80DD;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_138_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_80DD_Vxx_cell_v_138_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox7_A/DataServices_Vxx_cell_v_138_out'}]
80DE;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_139_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_80DE_Vxx_cell_v_139_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox7_A/DataServices_Vxx_cell_v_139_out'}]
80DF;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_140_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_80DF_Vxx_cell_v_140_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox7_A/DataServices_Vxx_cell_v_140_out'}]
80E1;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_141_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_80E1_Vxx_cell_v_141_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox8_A/DataServices_Vxx_cell_v_141_out'}]
80E2;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_142_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_80E2_Vxx_cell_v_142_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox8_A/DataServices_Vxx_cell_v_142_out'}]
80E3;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_143_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_80E3_Vxx_cell_v_143_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox8_A/DataServices_Vxx_cell_v_143_out'}]
80E4;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_144_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_80E4_Vxx_cell_v_144_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox8_A/DataServices_Vxx_cell_v_144_out'}]
80E5;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_145_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_80E5_Vxx_cell_v_145_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox8_A/DataServices_Vxx_cell_v_145_out'}]
80E6;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_146_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_80E6_Vxx_cell_v_146_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox8_A/DataServices_Vxx_cell_v_146_out'}]
80E7;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_147_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_80E7_Vxx_cell_v_147_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox8_A/DataServices_Vxx_cell_v_147_out'}]
80E8;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_148_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_80E8_Vxx_cell_v_148_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox8_A/DataServices_Vxx_cell_v_148_out'}]
80E9;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_149_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_80E9_Vxx_cell_v_149_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox8_A/DataServices_Vxx_cell_v_149_out'}]
80EA;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_150_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_80EA_Vxx_cell_v_150_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox8_A/DataServices_Vxx_cell_v_150_out'}]
80EB;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_151_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_80EB_Vxx_cell_v_151_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox8_A/DataServices_Vxx_cell_v_151_out'}]
80EC;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_152_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_80EC_Vxx_cell_v_152_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox8_A/DataServices_Vxx_cell_v_152_out'}]
80ED;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_153_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_80ED_Vxx_cell_v_153_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox8_A/DataServices_Vxx_cell_v_153_out'}]
80EE;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_154_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_80EE_Vxx_cell_v_154_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox8_A/DataServices_Vxx_cell_v_154_out'}]
80EF;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_155_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_80EF_Vxx_cell_v_155_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox8_A/DataServices_Vxx_cell_v_155_out'}]
80F0;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_156_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_80F0_Vxx_cell_v_156_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox8_A/DataServices_Vxx_cell_v_156_out'}]
80F1;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_157_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_80F1_Vxx_cell_v_157_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox8_A/DataServices_Vxx_cell_v_157_out'}]
80F2;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_158_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_80F2_Vxx_cell_v_158_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox8_A/DataServices_Vxx_cell_v_158_out'}]
80F3;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_159_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_80F3_Vxx_cell_v_159_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox8_A/DataServices_Vxx_cell_v_159_out'}]
80F4;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_160_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_80F4_Vxx_cell_v_160_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox8_A/DataServices_Vxx_cell_v_160_out'}]
80F5;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_161_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_80F5_Vxx_cell_v_161_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox8_A/DataServices_Vxx_cell_v_161_out'}]
80F6;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_162_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_80F6_Vxx_cell_v_162_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox8_A/DataServices_Vxx_cell_v_162_out'}]
80F7;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_163_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_80F7_Vxx_cell_v_163_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox8_A/DataServices_Vxx_cell_v_163_out'}]
80F8;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_164_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_80F8_Vxx_cell_v_164_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox8_A/DataServices_Vxx_cell_v_164_out'}]
80F9;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_165_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_80F9_Vxx_cell_v_165_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox8_A/DataServices_Vxx_cell_v_165_out'}]
80FA;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_166_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_80FA_Vxx_cell_v_166_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox8_A/DataServices_Vxx_cell_v_166_out'}]
80FB;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_167_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_80FB_Vxx_cell_v_167_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox8_A/DataServices_Vxx_cell_v_167_out'}]
80FC;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_168_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_80FC_Vxx_cell_v_168_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox8_A/DataServices_Vxx_cell_v_168_out'}]
80FD;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_169_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_80FD_Vxx_cell_v_169_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox8_A/DataServices_Vxx_cell_v_169_out'}]
80FE;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_170_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_80FE_Vxx_cell_v_170_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox8_A/DataServices_Vxx_cell_v_170_out'}]
80FF;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_171_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_80FF_Vxx_cell_v_171_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox8_A/DataServices_Vxx_cell_v_171_out'}]
8101;2;True;False;[{'DID_VAR_NAME': 'Vxx_cell_v_172_out', 'BIT_OFFSET': '0', 'TARGET-REF': '/AUTOSAR_Dcm/SwComponentTypes/Dcm/DataServices_DCM_DID_8101_Vxx_cell_v_172_out', 'TARGET-P-PORT-REF': '/ARRoot/SwComponentTypes/a_AW01_MWXX_DI8_700rwiox9_A/DataServices_Vxx_cell_v_172_out'}]
